,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,Duration,Sent_per_Flow,received_per_Flow,Total_Bytes_used_for_Headers
4569,176.9.122.183,192.168.43.20,https,52834,TCP,1646095010.709276,0,66,52
4570,176.9.122.183,192.168.43.20,https,52844,TCP,1646095010.709305,0,105,91
4571,151.101.2.49,192.168.43.20,https,55126,TCP,1646095010.709415,0,66,52
4572,151.101.2.49,192.168.43.20,https,55126,TCP,1646095010.709422,0,112,98
4573,192.168.43.20,151.101.2.49,55126,https,TCP,1646095010.709439,66,0,52
4574,151.101.130.49,192.168.43.20,https,57366,TCP,1646095010.710021,0,66,52
4575,151.101.130.49,192.168.43.20,https,57366,TCP,1646095010.710138,0,112,98
4576,192.168.43.20,151.101.130.49,57366,https,TCP,1646095010.71015,66,0,52
4577,176.9.122.183,192.168.43.20,https,52834,TCP,1646095010.716532,0,105,91
4578,192.168.43.20,176.9.122.183,52844,https,TCP,1646095010.749862,66,0,52
4579,192.168.43.20,176.9.122.183,52834,https,TCP,1646095010.757911,66,0,52
4580,23.37.38.181,192.168.43.20,https,40390,TCP,1646095010.761084,0,54,40
4581,104.36.113.23,192.168.43.20,https,38654,TCP,1646095010.887632,0,66,52
4582,104.36.113.23,192.168.43.20,https,38654,TCP,1646095010.887701,0,112,98
4583,192.168.43.20,104.36.113.23,38654,https,TCP,1646095010.887726,66,0,52
4584,192.168.43.20,239.255.255.250,35356,1900,UDP,1646095011.065939,208,0,194
4585,192.168.43.20,239.255.255.250,35356,1900,UDP,1646095012.067459,208,0,194
4586,192.168.43.20,142.250.75.226,42676,https,TCP,1646095012.634124,105,0,91
4587,192.168.43.20,142.250.75.226,42676,https,TCP,1646095012.635464,90,0,76
4588,192.168.43.20,142.250.75.226,42676,https,TCP,1646095012.635544,66,0,52
4589,192.168.43.20,185.51.200.2,51006,domain,UDP,1646095012.657967,82,0,68
4590,192.168.43.20,185.51.200.2,51672,domain,UDP,1646095012.658223,82,0,68
4591,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.659337,171,0,157
4592,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.659923,1451,0,1437
4593,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.660398,1454,0,1440
4594,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.660424,1454,0,1440
4595,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.660441,1454,0,1440
4596,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.66049,992,0,978
4597,192.168.43.20,185.51.200.2,56509,domain,UDP,1646095012.671415,82,0,68
4598,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.673151,74,0,60
4599,192.168.43.20,185.51.200.2,50582,domain,UDP,1646095012.673894,87,0,73
4600,192.168.43.20,185.51.200.2,45609,domain,UDP,1646095012.67469,87,0,73
4601,192.168.43.20,204.237.133.116,48420,https,TCP,1646095012.675797,162,0,148
4602,192.168.43.20,204.237.133.116,48420,https,TCP,1646095012.675946,1454,0,1440
4603,192.168.43.20,204.237.133.116,48420,https,TCP,1646095012.675953,291,0,277
4604,192.168.43.20,204.237.133.116,48420,https,TCP,1646095012.676351,722,0,708
4605,185.51.200.2,192.168.43.20,domain,51672,UDP,1646095012.683735,0,166,152
4606,185.51.200.2,192.168.43.20,domain,50582,UDP,1646095012.698423,0,131,117
4607,185.51.200.2,192.168.43.20,domain,45609,UDP,1646095012.707046,0,175,161
4608,185.51.200.2,192.168.43.20,domain,56509,UDP,1646095012.707109,0,98,84
4609,192.168.43.20,185.51.200.2,41540,domain,UDP,1646095012.707699,86,0,72
4610,185.51.200.2,192.168.43.20,domain,41540,UDP,1646095012.728054,0,146,132
4611,3.66.118.189,192.168.43.20,https,58652,TCP,1646095012.77132,0,66,52
4612,3.66.118.189,192.168.43.20,https,58652,TCP,1646095012.771406,0,108,94
4613,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.77143,66,0,52
4614,185.51.200.2,192.168.43.20,domain,51006,UDP,1646095012.780052,0,130,116
4615,3.66.118.189,192.168.43.20,https,58652,TCP,1646095012.782291,0,66,52
4616,23.37.38.181,192.168.43.20,https,40392,TCP,1646095012.796037,0,74,60
4617,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.796156,66,0,52
4618,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.801224,641,0,627
4619,54.204.56.244,192.168.43.20,https,58866,TCP,1646095012.883616,0,367,353
4620,192.168.43.20,54.204.56.244,58866,https,TCP,1646095012.88369,66,0,52
4621,3.66.118.189,192.168.43.20,https,58652,TCP,1646095012.893138,0,283,269
4622,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.893176,66,0,52
4623,3.66.118.189,192.168.43.20,https,58652,TCP,1646095012.893309,0,116,102
4624,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.893316,66,0,52
4625,3.66.118.189,192.168.43.20,https,58652,TCP,1646095012.893703,0,104,90
4626,192.168.43.20,3.66.118.189,58652,https,TCP,1646095012.893716,66,0,52
4627,23.37.38.181,192.168.43.20,https,40392,TCP,1646095012.928027,0,66,52
4628,23.37.38.181,192.168.43.20,https,40392,TCP,1646095012.928079,0,212,198
4629,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.928113,66,0,52
4630,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.929062,117,0,103
4631,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.93333,243,0,229
4632,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.93346,1454,0,1440
4633,192.168.43.20,23.37.38.181,40392,https,TCP,1646095012.93347,1084,0,1070
4634,204.237.133.116,192.168.43.20,https,48420,TCP,1646095012.96224,0,66,52
4635,204.237.133.116,192.168.43.20,https,48420,TCP,1646095012.965456,0,158,144
4636,192.168.43.20,204.237.133.116,48420,https,TCP,1646095012.965525,66,0,52
4637,192.168.43.20,142.250.75.226,42676,https,TCP,1646095013.02191,66,0,52
4638,23.37.38.181,192.168.43.20,https,40392,TCP,1646095013.052409,0,66,52
4639,23.37.38.181,192.168.43.20,https,40392,TCP,1646095013.057948,0,66,52
4640,23.37.38.181,192.168.43.20,https,40392,TCP,1646095013.058002,0,143,129
4641,192.168.43.20,23.37.38.181,40392,https,TCP,1646095013.058031,66,0,52
4642,192.168.43.20,23.37.38.181,40392,https,TCP,1646095013.05843,104,0,90
4643,23.37.38.181,192.168.43.20,https,40392,TCP,1646095013.068684,0,66,52
4644,23.37.38.181,192.168.43.20,https,40392,TCP,1646095013.086658,0,427,413
4645,192.168.43.20,23.37.38.181,40392,https,TCP,1646095013.086721,66,0,52
4646,142.250.75.226,192.168.43.20,https,42676,TCP,1646095013.15933,0,66,52
4647,192.168.43.20,142.250.75.226,42676,https,TCP,1646095013.15941,66,0,52
4648,23.37.38.181,192.168.43.20,https,40392,TCP,1646095013.18244,0,66,52
4649,142.250.75.226,192.168.43.20,https,42676,TCP,1646095013.5365,0,66,52
4650,192.168.43.20,142.250.75.226,42676,https,TCP,1646095013.536548,66,0,52
4651,192.168.43.20,151.101.129.7,42350,https,TCP,1646095013.689873,66,0,52
4652,151.101.129.7,192.168.43.20,https,42350,TCP,1646095013.781551,0,66,52
4653,185.218.3.80,192.168.43.20,https,44114,TCP,1646095014.082062,0,190,176
4654,192.168.43.20,185.218.3.80,44114,https,TCP,1646095014.082115,66,0,52
4655,94.130.124.113,192.168.43.20,https,32912,TCP,1646095014.314088,0,66,52
4656,192.168.43.20,94.130.124.113,32912,https,TCP,1646095014.314342,66,0,52
4657,94.130.124.113,192.168.43.20,https,32912,TCP,1646095014.413174,0,66,52
4658,192.168.43.20,192.168.43.255,57621,57621,UDP,1646095014.498332,86,0,72
4659,192.168.43.20,224.0.0.251,mdns,mdns,UDP,1646095014.612088,87,0,73
4660,fe80::27ac:b45c:6350:3db5,ff02::fb,mdns,mdns,UDP,1646095014.612259,0,107,93
4661,192.168.43.20,94.130.124.123,59764,https,TCP,1646095015.047577,101,0,87
4662,94.130.124.123,192.168.43.20,https,59764,TCP,1646095015.161764,0,97,83
4663,192.168.43.20,94.130.124.123,59764,https,TCP,1646095015.161838,66,0,52
4664,142.250.75.226,192.168.43.20,https,42676,TCP,1646095015.84202,0,66,52
4665,192.168.43.20,142.250.75.226,42676,https,TCP,1646095015.84209,66,0,52
4666,192.168.43.20,54.90.56.40,52360,https,TCP,1646095016.604317,112,0,98
4667,192.168.43.20,54.90.56.40,52358,https,TCP,1646095016.604417,112,0,98
4668,192.168.43.20,239.255.255.250,42858,1900,UDP,1646095016.673155,167,0,153
4669,54.90.56.40,192.168.43.20,https,52360,TCP,1646095016.780836,0,112,98
4670,192.168.43.20,54.90.56.40,52360,https,TCP,1646095016.780907,66,0,52
4671,54.90.56.40,192.168.43.20,https,52358,TCP,1646095016.809168,0,112,98
4672,192.168.43.20,54.90.56.40,52358,https,TCP,1646095016.849688,66,0,52
4673,192.168.43.20,2.21.141.232,35754,https,TCP,1646095017.01784,66,0,52
4674,2.21.141.232,192.168.43.20,https,35754,TCP,1646095017.162142,0,66,52
4675,192.168.43.20,142.250.75.226,42674,https,TCP,1646095017.635711,105,0,91
4676,192.168.43.20,142.250.75.226,42674,https,TCP,1646095017.638113,90,0,76
4677,192.168.43.20,142.250.75.226,42674,https,TCP,1646095017.63828,66,0,52
4678,142.250.75.226,192.168.43.20,https,42674,TCP,1646095017.767064,0,66,52
4679,142.250.75.226,192.168.43.20,https,42674,TCP,1646095017.767157,0,66,52
4680,142.250.75.226,192.168.43.20,https,42674,TCP,1646095017.767165,0,66,52
4681,192.168.43.20,142.250.75.226,42674,https,TCP,1646095017.767192,66,0,52
4682,192.168.43.20,94.130.124.121,41044,https,TCP,1646095018.297696,66,0,52
4683,94.130.124.121,192.168.43.20,https,41044,TCP,1646095018.399925,0,66,52
4684,192.168.43.20,142.250.75.226,42674,https,TCP,1646095018.425714,66,0,52
4685,142.250.75.226,192.168.43.20,https,42674,TCP,1646095018.560325,0,66,52
4686,54.204.56.244,192.168.43.20,https,58866,TCP,1646095021.172498,0,111,97
4687,192.168.43.20,54.204.56.244,58866,https,TCP,1646095021.172573,66,0,52
4688,74.125.206.189,192.168.43.20,https,41182,TCP,1646095021.573155,0,119,105
4689,192.168.43.20,74.125.206.189,41182,https,TCP,1646095021.613914,66,0,52
4690,192.168.43.20,151.101.129.7,42350,https,TCP,1646095023.929746,66,0,52
4691,151.101.129.7,192.168.43.20,https,42350,TCP,1646095024.021073,0,66,52
4692,192.168.43.20,2.21.141.232,35754,https,TCP,1646095027.257696,66,0,52
4693,2.21.141.232,192.168.43.20,https,35754,TCP,1646095027.405851,0,66,52
4694,192.168.43.20,142.250.178.131,51802,https,TCP,1646095027.696156,168,0,154
4695,142.250.178.131,192.168.43.20,https,51802,TCP,1646095027.845202,0,138,124
4696,192.168.43.20,142.250.178.131,51802,https,TCP,1646095027.845301,66,0,52
4697,142.250.178.131,192.168.43.20,https,51802,TCP,1646095027.845366,0,140,126
4698,192.168.43.20,142.250.178.131,51802,https,TCP,1646095027.845372,66,0,52
4699,142.250.178.131,192.168.43.20,https,51802,TCP,1646095027.849419,0,97,83
4700,192.168.43.20,142.250.178.131,51802,https,TCP,1646095027.849469,66,0,52
4701,142.250.178.131,192.168.43.20,https,51802,TCP,1646095027.849542,0,105,91
4702,192.168.43.20,142.250.178.131,51802,https,TCP,1646095027.849548,66,0,52
4703,192.168.43.20,142.250.178.131,51802,https,TCP,1646095027.850507,105,0,91
4704,142.250.178.131,192.168.43.20,https,51802,TCP,1646095027.994357,0,66,52
4705,192.168.43.20,94.130.124.121,41044,https,TCP,1646095028.537849,66,0,52
4706,94.130.124.121,192.168.43.20,https,41044,TCP,1646095028.638718,0,66,52
4707,192.168.43.20,185.51.200.2,60104,domain,UDP,1646095029.617406,80,0,66
4708,192.168.43.20,10.10.34.36,34280,https,TCP,1646095029.617667,74,0,60
4709,185.51.200.2,192.168.43.20,domain,60104,UDP,1646095029.639087,0,96,82
4710,192.168.43.20,10.10.34.36,34282,https,TCP,1646095029.868266,74,0,60
4711,74.125.206.189,192.168.43.20,https,41182,TCP,1646095030.257953,0,119,105
4712,192.168.43.20,74.125.206.189,41182,https,TCP,1646095030.25801,66,0,52
4713,192.168.43.20,142.250.75.226,42672,https,TCP,1646095030.615604,125,0,111
4714,192.168.43.20,91.239.130.96,51622,https,TCP,1646095030.615884,105,0,91
4715,192.168.43.20,10.10.34.36,34280,https,TCP,1646095030.653884,74,0,60
4716,91.239.130.96,192.168.43.20,https,51622,TCP,1646095030.765477,0,105,91
4717,192.168.43.20,91.239.130.96,51622,https,TCP,1646095030.765539,66,0,52
4718,192.168.43.20,10.10.34.36,34282,https,TCP,1646095030.873705,74,0,60
4719,54.204.56.244,192.168.43.20,https,58866,TCP,1646095030.902693,0,367,353
4720,192.168.43.20,54.204.56.244,58866,https,TCP,1646095030.902749,66,0,52
4721,192.168.43.20,142.250.75.226,42672,https,TCP,1646095031.065819,125,0,111
4722,185.218.3.80,192.168.43.20,https,44114,TCP,1646095031.183504,0,190,176
4723,192.168.43.20,185.218.3.80,44114,https,TCP,1646095031.183583,66,0,52
4724,192.168.43.20,142.250.75.226,42672,https,TCP,1646095031.51385,125,0,111
4725,142.250.75.226,192.168.43.20,https,42672,TCP,1646095031.677586,0,1454,1440
4726,192.168.43.20,142.250.75.226,42672,https,TCP,1646095031.677706,78,0,64
4727,142.250.75.226,192.168.43.20,https,42672,TCP,1646095031.717438,0,105,91
4728,192.168.43.20,142.250.75.226,42672,https,TCP,1646095031.717525,78,0,64
4729,192.168.43.20,10.10.34.36,34280,https,TCP,1646095032.669694,74,0,60
4730,192.168.43.20,94.130.124.120,35352,https,TCP,1646095032.867769,109,0,95
4731,192.168.43.20,10.10.34.36,34282,https,TCP,1646095032.89388,74,0,60
4732,94.130.124.120,192.168.43.20,https,35352,TCP,1646095032.982102,0,106,92
4733,192.168.43.20,94.130.124.120,35352,https,TCP,1646095032.982199,66,0,52
4734,23.37.38.181,192.168.43.20,https,40392,TCP,1646095033.193967,0,97,83
4735,192.168.43.20,23.37.38.181,40392,https,TCP,1646095033.194076,66,0,52
4736,23.37.38.181,192.168.43.20,https,40392,TCP,1646095033.194103,0,66,52
4737,192.168.43.20,23.37.38.181,40392,https,TCP,1646095033.194408,112,0,98
4738,192.168.43.20,23.37.38.181,40392,https,TCP,1646095033.194961,97,0,83
4739,192.168.43.20,23.37.38.181,40392,https,TCP,1646095033.195002,66,0,52
4740,23.37.38.181,192.168.43.20,https,40392,TCP,1646095033.318838,0,54,40
4741,192.168.43.20,185.51.200.2,51215,domain,UDP,1646095033.711436,82,0,68
4742,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.712863,171,0,157
4743,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.712931,1451,0,1437
4744,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.713173,1454,0,1440
4745,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.713189,1454,0,1440
4746,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.713203,1454,0,1440
4747,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.713212,1454,0,1440
4748,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.713325,1454,0,1440
4749,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.713345,779,0,765
4750,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.723022,74,0,60
4751,192.168.43.20,185.51.200.2,46765,domain,UDP,1646095033.725054,86,0,72
4752,192.168.43.20,204.237.133.116,48420,https,TCP,1646095033.726328,162,0,148
4753,192.168.43.20,204.237.133.116,48420,https,TCP,1646095033.726393,1454,0,1440
4754,192.168.43.20,204.237.133.116,48420,https,TCP,1646095033.726412,291,0,277
4755,192.168.43.20,204.237.133.116,48420,https,TCP,1646095033.726717,579,0,565
4756,192.168.43.20,185.51.200.2,56312,domain,UDP,1646095033.728623,76,0,62
4757,192.168.43.20,185.51.200.2,41356,domain,UDP,1646095033.72883,76,0,62
4758,192.168.43.20,18.195.229.145,40120,https,TCP,1646095033.730418,223,0,209
4759,192.168.43.20,18.195.229.145,40120,https,TCP,1646095033.730513,768,0,754
4760,185.51.200.2,192.168.43.20,domain,51215,UDP,1646095033.738306,0,166,152
4761,185.51.200.2,192.168.43.20,domain,46765,UDP,1646095033.753335,0,146,132
4762,185.51.200.2,192.168.43.20,domain,41356,UDP,1646095033.768998,0,160,146
4763,185.51.200.2,192.168.43.20,domain,56312,UDP,1646095033.771136,0,204,190
4764,23.37.38.181,192.168.43.20,https,40394,TCP,1646095033.82331,0,74,60
4765,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.823481,66,0,52
4766,3.66.118.189,192.168.43.20,https,58652,TCP,1646095033.827247,0,66,52
4767,3.66.118.189,192.168.43.20,https,58652,TCP,1646095033.827329,0,108,94
4768,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.82735,66,0,52
4769,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.829047,641,0,627
4770,3.66.118.189,192.168.43.20,https,58652,TCP,1646095033.837445,0,66,52
4771,18.195.229.145,192.168.43.20,https,40120,TCP,1646095033.846074,0,66,52
4772,18.195.229.145,192.168.43.20,https,40120,TCP,1646095033.846159,0,66,52
4773,18.195.229.145,192.168.43.20,https,40120,TCP,1646095033.92365,0,352,338
4774,192.168.43.20,18.195.229.145,40120,https,TCP,1646095033.923719,66,0,52
4775,18.195.229.145,192.168.43.20,https,40120,TCP,1646095033.923789,0,104,90
4776,192.168.43.20,18.195.229.145,40120,https,TCP,1646095033.923797,66,0,52
4777,23.37.38.181,192.168.43.20,https,40394,TCP,1646095033.961638,0,66,52
4778,23.37.38.181,192.168.43.20,https,40394,TCP,1646095033.961715,0,212,198
4779,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.961744,66,0,52
4780,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.962581,117,0,103
4781,3.66.118.189,192.168.43.20,https,58652,TCP,1646095033.963517,0,283,269
4782,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.96355,66,0,52
4783,3.66.118.189,192.168.43.20,https,58652,TCP,1646095033.963615,0,116,102
4784,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.963651,66,0,52
4785,3.66.118.189,192.168.43.20,https,58652,TCP,1646095033.965702,0,104,90
4786,192.168.43.20,3.66.118.189,58652,https,TCP,1646095033.965747,66,0,52
4787,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.968103,243,0,229
4788,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.968191,1454,0,1440
4789,192.168.43.20,23.37.38.181,40394,https,TCP,1646095033.968211,1229,0,1215
4790,204.237.133.116,192.168.43.20,https,48420,TCP,1646095034.007349,0,66,52
4791,204.237.133.116,192.168.43.20,https,48420,TCP,1646095034.02075,0,66,52
4792,204.237.133.116,192.168.43.20,https,48420,TCP,1646095034.023055,0,158,144
4793,192.168.43.20,204.237.133.116,48420,https,TCP,1646095034.023126,66,0,52
4794,23.37.38.181,192.168.43.20,https,40394,TCP,1646095034.05649,0,66,52
4795,23.37.38.181,192.168.43.20,https,40394,TCP,1646095034.064983,0,66,52
4796,23.37.38.181,192.168.43.20,https,40394,TCP,1646095034.065083,0,143,129
4797,192.168.43.20,23.37.38.181,40394,https,TCP,1646095034.065114,66,0,52
4798,192.168.43.20,23.37.38.181,40394,https,TCP,1646095034.065432,104,0,90
4799,23.37.38.181,192.168.43.20,https,40394,TCP,1646095034.074147,0,66,52
4800,23.37.38.181,192.168.43.20,https,40394,TCP,1646095034.117202,0,428,414
4801,192.168.43.20,23.37.38.181,40394,https,TCP,1646095034.117294,66,0,52
4802,23.37.38.181,192.168.43.20,https,40394,TCP,1646095034.16095,0,66,52
4803,192.168.43.20,151.101.129.7,42350,https,TCP,1646095034.169867,66,0,52
4804,151.101.129.7,192.168.43.20,https,42350,TCP,1646095034.261239,0,66,52
4805,185.218.3.80,192.168.43.20,https,44114,TCP,1646095034.42886,0,190,176
4806,192.168.43.20,185.218.3.80,44114,https,TCP,1646095034.428917,66,0,52
4807,192.168.43.20,185.51.200.2,60813,domain,UDP,1646095035.737481,82,0,68
4808,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.740648,166,0,152
4809,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.74072,1451,0,1437
4810,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.740957,1454,0,1440
4811,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.740972,1454,0,1440
4812,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.740985,1454,0,1440
4813,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.740989,992,0,978
4814,192.168.43.20,23.37.38.181,40394,https,TCP,1646095035.748265,1454,0,1440
4815,192.168.43.20,23.37.38.181,40394,https,TCP,1646095035.748304,866,0,852
4816,192.168.43.20,185.51.200.2,55292,domain,UDP,1646095035.750128,86,0,72
4817,192.168.43.20,204.237.133.116,48420,https,TCP,1646095035.75288,162,0,148
4818,192.168.43.20,204.237.133.116,48420,https,TCP,1646095035.753463,1454,0,1440
4819,192.168.43.20,204.237.133.116,48420,https,TCP,1646095035.753488,291,0,277
4820,192.168.43.20,204.237.133.116,48420,https,TCP,1646095035.754901,722,0,708
4821,185.51.200.2,192.168.43.20,domain,60813,UDP,1646095035.770705,0,166,152
4822,185.51.200.2,192.168.43.20,domain,55292,UDP,1646095035.790025,0,146,132
4823,23.37.38.181,192.168.43.20,https,40394,TCP,1646095035.860973,0,66,52
4824,23.37.38.181,192.168.43.20,https,40394,TCP,1646095035.870032,0,428,414
4825,192.168.43.20,23.37.38.181,40394,https,TCP,1646095035.870098,66,0,52
4826,3.66.118.189,192.168.43.20,https,58652,TCP,1646095035.871435,0,66,52
4827,3.66.118.189,192.168.43.20,https,58652,TCP,1646095035.873838,0,66,52
4828,3.66.118.189,192.168.43.20,https,58652,TCP,1646095035.993372,0,283,269
4829,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.993429,66,0,52
4830,3.66.118.189,192.168.43.20,https,58652,TCP,1646095035.994152,0,116,102
4831,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.994178,66,0,52
4832,3.66.118.189,192.168.43.20,https,58652,TCP,1646095035.994246,0,104,90
4833,192.168.43.20,3.66.118.189,58652,https,TCP,1646095035.994256,66,0,52
4834,204.237.133.116,192.168.43.20,https,48420,TCP,1646095036.04332,0,66,52
4835,204.237.133.116,192.168.43.20,https,48420,TCP,1646095036.049236,0,66,52
4836,204.237.133.116,192.168.43.20,https,48420,TCP,1646095036.049742,0,66,52
4837,204.237.133.116,192.168.43.20,https,48420,TCP,1646095036.051139,0,158,144
4838,192.168.43.20,204.237.133.116,48420,https,TCP,1646095036.051181,66,0,52
4839,54.204.56.244,192.168.43.20,https,58866,TCP,1646095036.137236,0,111,97
4840,192.168.43.20,54.204.56.244,58866,https,TCP,1646095036.137281,66,0,52
4841,192.168.43.20,10.10.34.36,34280,https,TCP,1646095036.729875,74,0,60
4842,192.168.43.20,10.10.34.36,34282,https,TCP,1646095036.98569,74,0,60
4843,192.168.43.20,2.21.141.232,35754,https,TCP,1646095037.501695,66,0,52
4844,192.168.43.20,142.250.181.226,51778,https,TCP,1646095037.620342,105,0,91
4845,2.21.141.232,192.168.43.20,https,35754,TCP,1646095037.646836,0,66,52
4846,142.250.181.226,192.168.43.20,https,51778,TCP,1646095037.743093,0,105,91
4847,192.168.43.20,142.250.181.226,51778,https,TCP,1646095037.74314,66,0,52
4848,192.168.43.20,185.51.200.2,49978,domain,UDP,1646095037.763325,80,0,66
4849,192.168.43.20,185.51.200.2,54231,domain,UDP,1646095037.763533,80,0,66
4850,192.168.43.20,176.9.122.176,48428,https,TCP,1646095037.765813,163,0,149
4851,192.168.43.20,185.51.200.2,33314,domain,UDP,1646095037.790288,87,0,73
4852,192.168.43.20,185.51.200.2,42852,domain,UDP,1646095037.790459,87,0,73
4853,192.168.43.20,142.250.181.226,51776,https,TCP,1646095037.800077,1454,0,1440
4854,192.168.43.20,142.250.181.226,51776,https,TCP,1646095037.800117,262,0,248
4855,185.51.200.2,192.168.43.20,domain,49978,UDP,1646095037.813463,0,96,82
4856,185.51.200.2,192.168.43.20,domain,54231,UDP,1646095037.814312,0,80,66
4857,185.51.200.2,192.168.43.20,domain,33314,UDP,1646095037.821216,0,103,89
4858,185.51.200.2,192.168.43.20,domain,42852,UDP,1646095037.93109,0,147,133
4859,142.250.181.226,192.168.43.20,https,51776,TCP,1646095037.94944,0,66,52
4860,192.168.43.20,176.9.122.176,48428,https,TCP,1646095038.105688,163,0,149
4861,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.160505,0,267,253
4862,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.160608,0,1454,1440
4863,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.160878,66,0,52
4864,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.160885,0,1454,1440
4865,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.161414,0,1454,1440
4866,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.162022,66,0,52
4867,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.162291,0,1454,1440
4868,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.162568,0,1454,1440
4869,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.1626,66,0,52
4870,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.164518,0,1454,1440
4871,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.164762,0,1454,1440
4872,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.164789,66,0,52
4873,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.166675,0,1454,1440
4874,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.166902,0,1454,1440
4875,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.166944,66,0,52
4876,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.167983,0,1454,1440
4877,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.168228,0,1454,1440
4878,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.168249,66,0,52
4879,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.172489,0,1454,1440
4880,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.172714,0,1454,1440
4881,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.172734,66,0,52
4882,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.172918,0,982,968
4883,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.173182,105,0,91
4884,192.168.43.20,54.77.222.43,54380,https,TCP,1646095038.192829,108,0,94
4885,192.168.43.20,185.51.200.2,36277,domain,UDP,1646095038.202097,89,0,75
4886,192.168.43.20,94.130.124.125,41042,https,TCP,1646095038.205081,374,0,360
4887,192.168.43.20,94.130.124.125,41042,https,TCP,1646095038.240407,101,0,87
4888,176.9.122.176,192.168.43.20,https,48428,TCP,1646095038.240715,0,66,52
4889,185.51.200.2,192.168.43.20,domain,36277,UDP,1646095038.240818,0,89,75
4890,176.9.122.176,192.168.43.20,https,48428,TCP,1646095038.241213,0,472,458
4891,192.168.43.20,176.9.122.176,48428,https,TCP,1646095038.241235,66,0,52
4892,192.168.43.20,176.9.122.176,48428,https,TCP,1646095038.241847,105,0,91
4893,192.168.43.20,185.51.200.2,51751,domain,UDP,1646095038.278571,85,0,71
4894,192.168.43.20,185.51.200.2,47836,domain,UDP,1646095038.278883,85,0,71
4895,192.168.43.20,185.51.200.2,38536,domain,UDP,1646095038.287161,85,0,71
4896,192.168.43.20,172.217.22.130,42394,443,UDP,1646095038.294902,1399,0,1385
